2017-12-12 01:18:11,903	INFO    	n/a	n/a	n/a	n/a	3	n/a	n/a
2017-12-12 01:18:11,908	INFO    	n/a	n/a	n/a	n/a	3	n/a	n/a
2017-12-12 01:18:12,588	INFO    	n/a	n/a	n/a	n/a	3	n/a	n/a
2017-12-12 01:18:13,209	INFO    	n/a	n/a	n/a	n/a	3	n/a	n/a
2017-12-12 01:18:13,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:14,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:15,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:16,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:17,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:18,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:19,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:20,598	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:21,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:22,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:23,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:24,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:25,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:26,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:27,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:28,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:29,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:30,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:31,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:32,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:33,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:34,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:35,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:36,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:37,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:38,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:39,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:40,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:41,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:42,595	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:43,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:44,591	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:45,602	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:46,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:47,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:48,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:49,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:50,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:51,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:52,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:53,600	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:54,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:55,599	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:56,598	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:57,599	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:58,599	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:18:59,599	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:19:00,607	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:19:01,600	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:19:02,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:19:03,597	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:19:04,598	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:19:05,599	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
2017-12-12 01:19:06,596	INFO    	n/a	n/a	n/a	n/a	3	1	n/a
